id,title,category,price,rating,is_in_stock,availability_text,image_url,book_page_url
227,Soumission,Fiction,50.1,1,True,In stock,https://books.toscrape.com/media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,https://books.toscrape.com/soumission_998/index.html
228,Private Paris (Private #10),Fiction,47.61,5,True,In stock,https://books.toscrape.com/media/cache/9d/05/9d0533bae1578846d728a82913b95c26.jpg,https://books.toscrape.com/private-paris-private-10_958/index.html
229,"We Love You, Charlie Freeman",Fiction,50.27,5,True,In stock,https://books.toscrape.com/media/cache/5f/15/5f152afdbc42356ecba02f61058a7e5b.jpg,https://books.toscrape.com/we-love-you-charlie-freeman_954/index.html
230,Thirst,Fiction,17.27,5,True,In stock,https://books.toscrape.com/media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg,https://books.toscrape.com/thirst_946/index.html
231,The Murder That Never Was (Forensic Instincts #5),Fiction,54.11,3,True,In stock,https://books.toscrape.com/media/cache/dc/44/dc44f8e2aebac48ca8553814d9b021a8.jpg,https://books.toscrape.com/the-murder-that-never-was-forensic-instincts-5_939/index.html
232,Tuesday Nights in 1980,Fiction,21.04,2,True,In stock,https://books.toscrape.com/media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,https://books.toscrape.com/tuesday-nights-in-1980_870/index.html
233,The Vacationers,Fiction,42.15,4,True,In stock,https://books.toscrape.com/media/cache/37/25/372578cc073efae80cf284b56040a488.jpg,https://books.toscrape.com/the-vacationers_863/index.html
234,The Regional Office Is Under Attack!,Fiction,51.36,5,True,In stock,https://books.toscrape.com/media/cache/f8/31/f8314c7fdaa79fb7191a583e9a852db8.jpg,https://books.toscrape.com/the-regional-office-is-under-attack_858/index.html
235,Finders Keepers (Bill Hodges Trilogy #2),Fiction,53.53,5,True,In stock,https://books.toscrape.com/media/cache/6a/81/6a81103b1c01a3f6c56e5718a838a4c8.jpg,https://books.toscrape.com/finders-keepers-bill-hodges-trilogy-2_807/index.html
236,The Time Keeper,Fiction,27.88,5,True,In stock,https://books.toscrape.com/media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg,https://books.toscrape.com/the-time-keeper_766/index.html
237,The Testament of Mary,Fiction,52.67,4,True,In stock,https://books.toscrape.com/media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg,https://books.toscrape.com/the-testament-of-mary_765/index.html
238,The First Hostage (J.B. Collins #2),Fiction,25.85,3,True,In stock,https://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg,https://books.toscrape.com/the-first-hostage-jb-collins-2_749/index.html
239,Take Me with You,Fiction,45.21,3,True,In stock,https://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg,https://books.toscrape.com/take-me-with-you_741/index.html
240,Still Life with Bread Crumbs,Fiction,26.41,3,True,In stock,https://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg,https://books.toscrape.com/still-life-with-bread-crumbs_738/index.html
241,Shtum,Fiction,55.84,4,True,In stock,https://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg,https://books.toscrape.com/shtum_733/index.html
242,My Name Is Lucy Barton,Fiction,41.56,1,True,In stock,https://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg,https://books.toscrape.com/my-name-is-lucy-barton_720/index.html
243,My Mrs. Brown,Fiction,24.48,3,True,In stock,https://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg,https://books.toscrape.com/my-mrs-brown_719/index.html
244,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,28.9,1,True,In stock,https://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg,https://books.toscrape.com/mr-mercedes-bill-hodges-trilogy-1_717/index.html
245,I Am Pilgrim (Pilgrim #1),Fiction,10.6,4,True,In stock,https://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg,https://books.toscrape.com/i-am-pilgrim-pilgrim-1_703/index.html
246,Eligible (The Austen Project #4),Fiction,27.09,3,True,In stock,https://books.toscrape.com/media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg,https://books.toscrape.com/eligible-the-austen-project-4_692/index.html
247,Eight Hundred Grapes,Fiction,14.39,4,True,In stock,https://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg,https://books.toscrape.com/eight-hundred-grapes_690/index.html
248,Dear Mr. Knightley,Fiction,11.21,5,True,In stock,https://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg,https://books.toscrape.com/dear-mr-knightley_684/index.html
249,Cometh the Hour (The Clifton Chronicles #6),Fiction,25.01,3,True,In stock,https://books.toscrape.com/media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg,https://books.toscrape.com/cometh-the-hour-the-clifton-chronicles-6_681/index.html
250,Balloon Animals,Fiction,17.03,3,True,In stock,https://books.toscrape.com/media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg,https://books.toscrape.com/balloon-animals_665/index.html
251,A Man Called Ove,Fiction,39.72,1,True,In stock,https://books.toscrape.com/media/cache/9c/f1/9cf1f4a47b8d08909fc092e6ae598d83.jpg,https://books.toscrape.com/a-man-called-ove_653/index.html
252,The Silent Sister (Riley MacPherson #1),Fiction,46.29,5,True,In stock,https://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg,https://books.toscrape.com/the-silent-sister-riley-macpherson-1_641/index.html
253,The Dinner Party,Fiction,56.54,2,True,In stock,https://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg,https://books.toscrape.com/the-dinner-party_635/index.html
254,The Improbability of Love,Fiction,59.45,1,True,In stock,https://books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg,https://books.toscrape.com/the-improbability-of-love_607/index.html
255,Mothering Sunday,Fiction,13.34,2,True,In stock,https://books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg,https://books.toscrape.com/mothering-sunday_600/index.html
256,Lies and Other Acts of Love,Fiction,45.14,1,True,In stock,https://books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg,https://books.toscrape.com/lies-and-other-acts-of-love_596/index.html
257,Daredevils,Fiction,16.34,3,True,In stock,https://books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg,https://books.toscrape.com/daredevils_590/index.html
258,11/22/63,Fiction,48.48,3,True,In stock,https://books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg,https://books.toscrape.com/112263_583/index.html
259,The Shack,Fiction,28.03,1,True,In stock,https://books.toscrape.com/media/cache/20/8b/208b77faac57115ae239391fe2a64c86.jpg,https://books.toscrape.com/the-shack_576/index.html
260,The High Mountains of Portugal,Fiction,51.15,1,True,In stock,https://books.toscrape.com/media/cache/55/00/550091fc134bbe67f562d95a6d6313f7.jpg,https://books.toscrape.com/the-high-mountains-of-portugal_547/index.html
261,Miller's Valley,Fiction,58.54,2,True,In stock,https://books.toscrape.com/media/cache/dc/1a/dc1a54201eff16a11e7d84eef5ea36c7.jpg,https://books.toscrape.com/millers-valley_534/index.html
262,Hystopia: A Novel,Fiction,21.96,4,True,In stock,https://books.toscrape.com/media/cache/2d/7b/2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg,https://books.toscrape.com/hystopia-a-novel_523/index.html
263,The Bourne Identity (Jason Bourne #1),Fiction,42.78,4,True,In stock,https://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg,https://books.toscrape.com/the-bourne-identity-jason-bourne-1_492/index.html
264,Sister Dear,Fiction,40.2,4,True,In stock,https://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg,https://books.toscrape.com/sister-dear_485/index.html
265,Memoirs of a Geisha,Fiction,49.67,3,True,In stock,https://books.toscrape.com/media/cache/41/80/4180406c788ff3e0f37cd4491a260a5b.jpg,https://books.toscrape.com/memoirs-of-a-geisha_477/index.html
266,Me Before You (Me Before You #1),Fiction,19.02,1,True,In stock,https://books.toscrape.com/media/cache/a2/cd/a2cd0016b37c0407059147e58e14afe5.jpg,https://books.toscrape.com/me-before-you-me-before-you-1_434/index.html
267,Deception Point,Fiction,40.32,4,True,In stock,https://books.toscrape.com/media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg,https://books.toscrape.com/deception-point_426/index.html
268,The Little Paris Bookshop,Fiction,24.73,3,True,In stock,https://books.toscrape.com/media/cache/50/a9/50a901fb008c0b8965c8d4da2dff5470.jpg,https://books.toscrape.com/the-little-paris-bookshop_407/index.html
269,The Firm,Fiction,45.56,3,True,In stock,https://books.toscrape.com/media/cache/95/84/95847132a78de44b7249a2d0a3fe3ef6.jpg,https://books.toscrape.com/the-firm_404/index.html
270,The Expatriates,Fiction,44.58,2,True,In stock,https://books.toscrape.com/media/cache/db/e4/dbe49e1cb06136eeb51182f551ccdc52.jpg,https://books.toscrape.com/the-expatriates_401/index.html
271,Siddhartha,Fiction,34.22,5,True,In stock,https://books.toscrape.com/media/cache/ce/0b/ce0be2d86e388540122c222306c6d62c.jpg,https://books.toscrape.com/siddhartha_393/index.html
272,Last One Home (New Beginnings #1),Fiction,59.98,3,True,In stock,https://books.toscrape.com/media/cache/e4/0a/e40a336622fe578699be5a1eeba18f9d.jpg,https://books.toscrape.com/last-one-home-new-beginnings-1_383/index.html
273,Digital Fortress,Fiction,58.0,5,True,In stock,https://books.toscrape.com/media/cache/5c/77/5c770b251d27aeef263f8ae974ca02e0.jpg,https://books.toscrape.com/digital-fortress_369/index.html
274,Atlas Shrugged,Fiction,26.58,5,True,In stock,https://books.toscrape.com/media/cache/a5/4f/a54fea8d034eba2ee4d1b8af30f1a308.jpg,https://books.toscrape.com/atlas-shrugged_314/index.html
275,Three-Martini Lunch,Fiction,23.21,3,True,In stock,https://books.toscrape.com/media/cache/1d/8e/1d8eb8aaebd14464fc58a681091b8d45.jpg,https://books.toscrape.com/three-martini-lunch_290/index.html
276,The Nightingale,Fiction,26.26,4,True,In stock,https://books.toscrape.com/media/cache/77/aa/77aa0ef1f62a0b0b40000a81f65c4e65.jpg,https://books.toscrape.com/the-nightingale_267/index.html
277,The Infinities,Fiction,27.41,1,True,In stock,https://books.toscrape.com/media/cache/9c/44/9c445b33d53b3810f1c12f4adad71a27.jpg,https://books.toscrape.com/the-infinities_257/index.html
278,The Husband's Secret,Fiction,52.51,5,True,In stock,https://books.toscrape.com/media/cache/f0/5b/f05be79a4b319e24819c318e35e6963c.jpg,https://books.toscrape.com/the-husbands-secret_256/index.html
279,The Da Vinci Code (Robert Langdon #2),Fiction,22.96,2,True,In stock,https://books.toscrape.com/media/cache/cf/d5/cfd553eaa00f4d6091c459081cd98199.jpg,https://books.toscrape.com/the-da-vinci-code-robert-langdon-2_240/index.html
280,The Art of Fielding,Fiction,22.1,1,True,In stock,https://books.toscrape.com/media/cache/68/a6/68a6112c857e595c684f2a1a3287ba16.jpg,https://books.toscrape.com/the-art-of-fielding_228/index.html
281,Lila (Gilead #3),Fiction,12.47,3,True,In stock,https://books.toscrape.com/media/cache/2b/99/2b99a765a013979637b4a6726bfb10f5.jpg,https://books.toscrape.com/lila-gilead-3_190/index.html
282,Jurassic Park (Jurassic Park #1),Fiction,44.97,1,True,In stock,https://books.toscrape.com/media/cache/9a/71/9a7160b396790bd4a351522278de4f8c.jpg,https://books.toscrape.com/jurassic-park-jurassic-park-1_180/index.html
283,Inferno (Robert Langdon #4),Fiction,41.0,5,True,In stock,https://books.toscrape.com/media/cache/e3/11/e3111146083821b5a3670d869ab40d2a.jpg,https://books.toscrape.com/inferno-robert-langdon-4_176/index.html
284,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,5,True,In stock,https://books.toscrape.com/media/cache/9a/62/9a621372fed3a80015283013d8a452cd.jpg,https://books.toscrape.com/crazy-rich-asians-crazy-rich-asians-1_143/index.html
285,Big Little Lies,Fiction,22.11,1,True,In stock,https://books.toscrape.com/media/cache/ef/b7/efb72b546fc7cab4ba1735b4b82c5851.jpg,https://books.toscrape.com/big-little-lies_129/index.html
286,The Course of Love,Fiction,16.78,3,True,In stock,https://books.toscrape.com/media/cache/f2/c9/f2c952cfbce6ab5d8400a0bb8ee4eb5c.jpg,https://books.toscrape.com/the-course-of-love_109/index.html
287,When I'm Gone,Fiction,51.96,3,True,In stock,https://books.toscrape.com/media/cache/13/a3/13a361d57f2b6021b2ae395a6fedd475.jpg,https://books.toscrape.com/when-im-gone_95/index.html
288,The Silent Wife,Fiction,12.34,5,True,In stock,https://books.toscrape.com/media/cache/9b/a3/9ba37429e4a2307fe0b2f4f4162dd636.jpg,https://books.toscrape.com/the-silent-wife_83/index.html
289,The Bette Davis Club,Fiction,30.66,3,True,In stock,https://books.toscrape.com/media/cache/23/08/2308bf77130cf0a917642d82dbf4be05.jpg,https://books.toscrape.com/the-bette-davis-club_59/index.html
290,Kitchens of the Great Midwest,Fiction,57.2,5,True,In stock,https://books.toscrape.com/media/cache/5e/37/5e379c1cc7003127bc74257a1b721540.jpg,https://books.toscrape.com/kitchens-of-the-great-midwest_28/index.html
291,Bright Lines,Fiction,39.07,5,True,In stock,https://books.toscrape.com/media/cache/12/43/1243e7eb614f57f0e4cfee80553fa312.jpg,https://books.toscrape.com/bright-lines_11/index.html
292,Birdsong: A Story in Pictures,Childrens,54.64,3,True,In stock,https://books.toscrape.com/media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg,https://books.toscrape.com/birdsong-a-story-in-pictures_975/index.html
293,The Bear and the Piano,Childrens,36.89,1,True,In stock,https://books.toscrape.com/media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg,https://books.toscrape.com/the-bear-and-the-piano_967/index.html
294,The Secret of Dreadwillow Carse,Childrens,56.13,1,True,In stock,https://books.toscrape.com/media/cache/c4/a2/c4a2a1a026c67bcceb5a411c724d7d0c.jpg,https://books.toscrape.com/the-secret-of-dreadwillow-carse_944/index.html
295,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,58.08,4,True,In stock,https://books.toscrape.com/media/cache/26/32/2632a1e12f2c085fabbe022ae4cd6933.jpg,https://books.toscrape.com/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
296,Little Red,Childrens,13.47,3,True,In stock,https://books.toscrape.com/media/cache/80/25/8025b80a40178f2a6dd4f99ad88e0fba.jpg,https://books.toscrape.com/little-red_817/index.html
297,Walt Disney's Alice in Wonderland,Childrens,12.96,5,True,In stock,https://books.toscrape.com/media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg,https://books.toscrape.com/walt-disneys-alice-in-wonderland_777/index.html
298,Twenty Yawns,Childrens,22.08,2,True,In stock,https://books.toscrape.com/media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg,https://books.toscrape.com/twenty-yawns_773/index.html
299,Rain Fish,Childrens,23.57,3,True,In stock,https://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg,https://books.toscrape.com/rain-fish_728/index.html
300,Once Was a Time,Childrens,18.28,2,True,In stock,https://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg,https://books.toscrape.com/once-was-a-time_724/index.html
301,Luis Paints the World,Childrens,53.95,3,True,In stock,https://books.toscrape.com/media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg,https://books.toscrape.com/luis-paints-the-world_714/index.html
302,Nap-a-Roo,Childrens,25.08,1,True,In stock,https://books.toscrape.com/media/cache/27/1f/271faa1d7561473974d12803feb1f0a1.jpg,https://books.toscrape.com/nap-a-roo_567/index.html
303,The Whale,Childrens,35.96,4,True,In stock,https://books.toscrape.com/media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,https://books.toscrape.com/the-whale_501/index.html
304,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,52.87,3,True,In stock,https://books.toscrape.com/media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg,https://books.toscrape.com/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
305,Raymie Nightingale,Childrens,34.41,2,True,In stock,https://books.toscrape.com/media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg,https://books.toscrape.com/raymie-nightingale_482/index.html
306,Playing from the Heart,Childrens,32.38,1,True,In stock,https://books.toscrape.com/media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,https://books.toscrape.com/playing-from-the-heart_481/index.html
307,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54,1,True,In stock,https://books.toscrape.com/media/cache/c0/bb/c0bb6e42743b9c1aaf9b754501100a5d.jpg,https://books.toscrape.com/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
308,The Wild Robot,Childrens,56.07,3,True,In stock,https://books.toscrape.com/media/cache/bf/db/bfdbf9726621276fc7821d705690dbae.jpg,https://books.toscrape.com/the-wild-robot_288/index.html
309,The Thing About Jellyfish,Childrens,48.77,1,True,In stock,https://books.toscrape.com/media/cache/e0/90/e090748ce5a567207aed9185c97eb34b.jpg,https://books.toscrape.com/the-thing-about-jellyfish_283/index.html
310,The Lonely Ones,Childrens,43.59,5,True,In stock,https://books.toscrape.com/media/cache/21/bd/21bdf7ae21476b1debf4aa3eefe6f29d.jpg,https://books.toscrape.com/the-lonely-ones_261/index.html
311,The Day the Crayons Came Home (Crayons),Childrens,26.33,5,True,In stock,https://books.toscrape.com/media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg,https://books.toscrape.com/the-day-the-crayons-came-home-crayons_241/index.html
312,The Cat in the Hat (Beginner Books B-1),Childrens,16.26,2,True,In stock,https://books.toscrape.com/media/cache/9b/f1/9bf106306301a44635aa7bd381c84e4d.jpg,https://books.toscrape.com/the-cat-in-the-hat-beginner-books-b-1_235/index.html
313,Red: The True Story of Red Riding Hood,Childrens,28.54,3,True,In stock,https://books.toscrape.com/media/cache/70/4e/704e81b05e56dd84ecf607ea283952db.jpg,https://books.toscrape.com/red-the-true-story-of-red-riding-hood_210/index.html
314,Horrible Bear!,Childrens,37.52,2,True,In stock,https://books.toscrape.com/media/cache/d2/63/d26337dee5c0b13b56b7aea59d611570.jpg,https://books.toscrape.com/horrible-bear_168/index.html
315,Green Eggs and Ham (Beginner Books B-16),Childrens,10.79,4,True,In stock,https://books.toscrape.com/media/cache/3a/0e/3a0e75e4f758f90a80965869afbe41b4.jpg,https://books.toscrape.com/green-eggs-and-ham-beginner-books-b-16_165/index.html
316,Counting Thyme,Childrens,10.62,1,True,In stock,https://books.toscrape.com/media/cache/e0/ae/e0ae97753a73b88b61b13b19977613dc.jpg,https://books.toscrape.com/counting-thyme_142/index.html
317,Are We There Yet?,Childrens,10.66,3,True,In stock,https://books.toscrape.com/media/cache/f8/be/f8be3238a1cf039a3e7d50de1d4c2cfd.jpg,https://books.toscrape.com/are-we-there-yet_122/index.html
318,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,52.88,4,True,In stock,https://books.toscrape.com/media/cache/47/16/47160ff71abe23cb52968b3d1b9b7988.jpg,https://books.toscrape.com/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
319,Matilda,Childrens,28.34,1,True,In stock,https://books.toscrape.com/media/cache/03/47/0347bd215f4813edd81c2cd76bab53ca.jpg,https://books.toscrape.com/matilda_32/index.html
320,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,22.85,3,True,In stock,https://books.toscrape.com/media/cache/d6/cc/d6cc0c66e34dfc214b406208bbaf18e2.jpg,https://books.toscrape.com/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
321,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,37.97,2,True,In stock,https://books.toscrape.com/media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,https://books.toscrape.com/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
322,You Are What You Love: The Spiritual Power of Habit,Religion,21.87,4,True,In stock,https://books.toscrape.com/media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,https://books.toscrape.com/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
323,God: The Most Unpleasant Character in All Fiction,Religion,30.03,5,True,In stock,https://books.toscrape.com/media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg,https://books.toscrape.com/god-the-most-unpleasant-character-in-all-fiction_697/index.html
324,The Book of Mormon,Religion,24.57,3,True,In stock,https://books.toscrape.com/media/cache/83/db/83dbf86eb0fed1d99de2148eac4eb064.jpg,https://books.toscrape.com/the-book-of-mormon_571/index.html
325,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,27.62,1,True,In stock,https://books.toscrape.com/media/cache/71/91/7191a7d76eb6c3a18259541e2c038ae3.jpg,https://books.toscrape.com/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
326,The Bhagavad Gita,Religion,57.49,3,True,In stock,https://books.toscrape.com/media/cache/4e/69/4e69dacc99de838814d0f65c94e67f6c.jpg,https://books.toscrape.com/the-bhagavad-gita_60/index.html
327,Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,28.42,4,True,In stock,https://books.toscrape.com/media/cache/df/ab/dfabeab158046237ddb6b713b794909f.jpg,https://books.toscrape.com/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
328,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,40.3,5,True,In stock,https://books.toscrape.com/media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg,https://books.toscrape.com/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
329,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,31.05,3,True,In stock,https://books.toscrape.com/media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg,https://books.toscrape.com/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html
330,Reasons to Stay Alive,Nonfiction,26.41,2,True,In stock,https://books.toscrape.com/media/cache/cb/bd/cbbdb0222ee8a0f6ab61657412a15794.jpg,https://books.toscrape.com/reasons-to-stay-alive_959/index.html
331,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,23.11,5,True,In stock,https://books.toscrape.com/media/cache/9c/46/9c463c7631c82401160fd3b554b8f0e1.jpg,https://books.toscrape.com/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
332,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,44.18,4,True,In stock,https://books.toscrape.com/media/cache/41/a2/41a20f35adf0caea24f208dc01ad7681.jpg,https://books.toscrape.com/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html
333,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,3,True,In stock,https://books.toscrape.com/media/cache/03/86/038650c9e7517b4baf2a423cd8eed38f.jpg,https://books.toscrape.com/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
334,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,16.77,3,True,In stock,https://books.toscrape.com/media/cache/95/64/95647d6a526bf54120b9445e124794e1.jpg,https://books.toscrape.com/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html
335,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13,1,True,In stock,https://books.toscrape.com/media/cache/64/15/641570cd7e7aded53c7d33d78a9629f1.jpg,https://books.toscrape.com/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
336,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06,1,True,In stock,https://books.toscrape.com/media/cache/2e/23/2e236e23ad52aa74505f224f6552eda8.jpg,https://books.toscrape.com/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
337,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83,4,True,In stock,https://books.toscrape.com/media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,https://books.toscrape.com/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
338,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,19.83,2,True,In stock,https://books.toscrape.com/media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg,https://books.toscrape.com/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
339,In the Country We Love: My Family Divided,Nonfiction,22.0,4,True,In stock,https://books.toscrape.com/media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,https://books.toscrape.com/in-the-country-we-love-my-family-divided_901/index.html
340,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,54.35,2,True,In stock,https://books.toscrape.com/media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,https://books.toscrape.com/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
341,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,29.14,5,True,In stock,https://books.toscrape.com/media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,https://books.toscrape.com/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
342,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,30.81,1,True,In stock,https://books.toscrape.com/media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,https://books.toscrape.com/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
343,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,43.54,2,True,In stock,https://books.toscrape.com/media/cache/03/38/0338682e76bad3216cd4c6c28b2b625a.jpg,https://books.toscrape.com/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
344,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,38.21,2,True,In stock,https://books.toscrape.com/media/cache/14/f3/14f3d525e2a114cd71e27201a16af188.jpg,https://books.toscrape.com/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
345,The Genius of Birds,Nonfiction,17.24,1,True,In stock,https://books.toscrape.com/media/cache/13/57/1357c6aa40c9e63d2f931927fbf81f3f.jpg,https://books.toscrape.com/the-genius-of-birds_843/index.html
346,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,38.49,5,True,In stock,https://books.toscrape.com/media/cache/0e/6d/0e6dc2484322c5b9e7854ced66fdf62d.jpg,https://books.toscrape.com/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
347,So You've Been Publicly Shamed,Nonfiction,12.23,2,True,In stock,https://books.toscrape.com/media/cache/6e/d4/6ed4991d97f60db29ec7b421e61a2cf3.jpg,https://books.toscrape.com/so-youve-been-publicly-shamed_832/index.html
